Location Name,District,Governorate,Latitude,Longitude,Population,Economic,Social,Number of Families,Date,Origin
Al-muatasem,Falluja,Anbar,33.35532,43.76424,0.226,0,12,20,14-Apr-16,Anbar
Al-waheda,Falluja,Anbar,33.35588,43.78032,0.216,0,10.6,64,14-Apr-16,Anbar
Door Al Sikik Area,Falluja,Anbar,33.36566,43.77157,0.205,0,9.7,141,14-Apr-16,Anbar
Muallimeen-2,Falluja,Anbar,33.36381,43.78028,0.194,0,30,256,14-Apr-16,Anbar
Nazal,Falluja,Anbar,33.34535,43.78343,0.19,0.203,26.4,123,14-Apr-16,Anbar
Hay Al-Resala,Falluja,Anbar,33.34092,43.76775,0.188,0.282,12.1,18,14-Apr-16,Anbar
Al-muabdiyat,Heet,Anbar,33.63271,42.848387,0.187,0,18.1,67,14-Apr-16,Anbar
Hay Al-Qadisiyah,Heet,Anbar,33.63609,42.83666,0.176,0.073,25.5,99,14-Apr-16,Anbar
Heet-Maskhan,Heet,Anbar,33.69806,42.74638,0.175,0.048,23.6,81,14-Apr-16,Anbar
Mualmeen,Heet,Anbar,33.64295,42.81265,0.174,0.282,12.1,128,14-Apr-16,Anbar
Al Soora,Ramadi,Anbar,33.43391,43.35627,0.161,0,10.6,287,14-Apr-16,Anbar
Al-Sadiqiyah,Ramadi,Anbar,33.39354,43.49841,0.154,0,29.3,937,14-Apr-16,Anbar
Husaibah Al-Sharqiah,Ramadi,Anbar,33.41972,43.43349,0.138,0,12,487,14-Apr-16,Anbar
Warar,Ramadi,Anbar,33.43402,43.27549,0.129,0,13.3,105,14-Apr-16,Anbar
Zankura,Ramadi,Anbar,33.48032,43.15729,0.126,0.145,28.2,4370,14-Apr-16,Anbar
The modern village,Ramadi,Anbar,33.46648,43.04378,0.112,0,30,3114,14-Apr-16,Anbar
Jubiyah,Ramadi,Anbar,33.43701,43.39684,0.097,0,12,885,14-Apr-16,Anbar
Al Jamiyah,Ramadi,Anbar,33.43053,43.29223,0.084,0,10.6,247,14-Apr-16,Anbar
Albu Alwan,Ramadi,Anbar,33.41408,43.19143,0.065,0.282,12.1,233,14-Apr-16,Anbar
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.062,0.146,28.2,55,14-Apr-16,Anbar
Warar,Ramadi,Anbar,33.43402,43.27549,0.045,0.186,16.4,306,25-Apr-15,Baghdad
Al-Shareka,Ramadi,Anbar,33.42922,43.31223,0.038,0,29.6,218,25-Apr-15,Baghdad
Hay Al Mal'ab,Ramadi,Anbar,33.42225,43.32078,0.03,0,12,170,25-Apr-15,Baghdad
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.021,0,16.4,100,25-Apr-15,Baghdad
Mahalla Al muwadafeen,Tikrit,Salah al-Din,34.68825,43.7121611,0.138,0,12,75,25-Apr-15,Baghdad
Al-Alam-mahallat awayjelya 27,Tikrit,Salah al-Din,35.557912,43.271648,0.129,0,13.3,150,25-Apr-15,Baghdad
Ein Alhilwa,Telafar,Ninewa,36.59539635,42.61828182,0.126,0.145,28.2,85,25-Apr-15,Dahuk
Kahreez,Telafar,Ninewa,36.56387553,42.57253957,0.112,0,30,800,25-Apr-15,Dahuk
Ain Hilwa Upper,Telafar,Ninewa,36.60537426,42.62355125,0.097,0,12,231,25-Apr-15,Dahuk
Ein Gahesheya Village,Telafar,Ninewa,36.60094639,42.64323532,0.084,0,10.6,65,25-Apr-15,Dahuk
Jussa,Telafar,Ninewa,36.59552802,42.68164289,0.065,0.282,12.1,203,25-Apr-15,Dahuk
Karash village 1,Telafar,Ninewa,36.546283,42.48688829,0.461,0,29.6,30,25-Apr-15,Dahuk
Karash village 2,Telafar,Ninewa,36.54602806,42.47734519,0.448,0,23.5,50,25-Apr-15,Dahuk
Karash village 3,Telafar,Ninewa,36.548579,42.46398,0.442,0.134,25.5,100,25-Apr-15,Dahuk
kirver village,Telafar,Ninewa,36.685933,42.598468,0.468,0.339,23.6,679,25-Apr-15,Dahuk
Gul Mohamed village,Telafar,Ninewa,36.545873,42.445434,0.462,0.184,29.3,70,25-Apr-15,Dahuk
Al Mafri,Telafar,Ninewa,36.60934422,42.56869471,0.16,23.6,10,355,25-Apr-15,Dahuk
Qasr Sarij,Telafar,Ninewa,36.55342282,42.51201842,0.096,18.1,25,770,25-Apr-15,Dahuk
Sahel Hamad Village,Telafar,Ninewa,36.57845793,42.64486974,0.119,34.3,60,38,25-Apr-15,Dahuk
Qaryat Tal Maraq Al Sufla,Telafar,Ninewa,36.59377779,42.52574229,0.194,34.3,39,200,25-Apr-15,Dahuk
Qaryat Tal Maraq Ulya,Telafar,Ninewa,36.60933279,42.53709124,0,12.1,50,163,25-Apr-15,Dahuk
Tal Mus,Telafar,Ninewa,36.63147027,42.5982161,0.102,24,10,600,25-Apr-15,Dahuk
Wadi shour,Telafar,Ninewa,36.57673918,42.60525972,0.301,34.3,64,19,25-Apr-15,Dahuk
Al-Arabdah Village,Al-Khalis,Diyala,34.08057011,44.91989902,0.301,34.3,32,200,25-Apr-15,Diyala
Ali Abdulla village,Al-Khalis,Diyala,34.12538413,44.84383408,0.208,25.7,40,8,25-Apr-15,Diyala
Al-Makareen Village,Al-Khalis,Diyala,34.086577,44.929877,0.468,0.339,23.6,230,25-Apr-15,Diyala
Al-Mashroo Village,Al-Khalis,Diyala,34.0674633,44.77901428,0.462,0.184,29.3,65,25-Apr-15,Diyala
Al-Sadah Village,Al-Khalis,Diyala,34.08593048,44.72657487,0.16,23.6,10,205,25-Apr-15,Diyala
Dawod Al-Salom village,Al-Khalis,Diyala,34.12569087,44.84357874,0.096,18.1,25,140,25-Apr-15,Diyala
Al Askary Qtr,Al-Khalis,Diyala,34.06720728,44.86172578,0.119,34.3,60,230,25-Apr-15,Diyala
Al Aqssa Village,Al-Khalis,Diyala,34.06579285,44.87062591,0.285,0,29.6,120,25-Apr-15,Diyala
Bizayiz Sherwin Village,Al-Khalis,Diyala,34.040578,44.881273,0.275,0.058,12,102,25-Apr-15,Diyala
Al Marfoo Village,Al-Khalis,Diyala,34.05019937,44.78315739,0.269,0.29,23.6,70,25-Apr-15,Diyala
Alwan Al Hadid Village,Al-Khalis,Diyala,34.02365221,44.86547926,0.263,0,10.6,82,25-Apr-15,Diyala
Al Bayat Village,Al-Khalis,Diyala,34.09172564,44.93657436,0.263,0,10.5,30,25-Apr-15,Diyala
Bazaiz Al Mashroo Village,Al-Khalis,Diyala,34.07514466,44.77862854,0.119,34.3,60,57,25-Apr-15,Diyala
Habib Al Abdulla Village,Al-Khalis,Diyala,34.05390233,44.8922767,0.285,0,29.6,200,25-Apr-15,Diyala
Habib Al Khaizaran Village,Al-Khalis,Diyala,34.121222,44.82899997,0.275,0.058,12,200,25-Apr-15,Diyala
Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,34.03136641,44.87252433,0.269,0.29,23.6,100,25-Apr-15,Diyala
Hamza Al Najim Village,Al-Khalis,Diyala,34.03901602,44.88358593,0.263,0,10.6,85,25-Apr-15,Diyala
Dalli Abass-Al-Dhobat Qtr,Al-Khalis,Diyala,34.07316955,44.85587074,0.292,0,13.3,150,25-Apr-15,Diyala
Dalli Abass-Al Mualimen Qtr,Al-Khalis,Diyala,34.07036711,44.87058006,0.288,0,9.7,200,25-Apr-15,Diyala
Dali Abbas-Al Qadim Qtr,Al-Khalis,Diyala,34.073397,44.8639966,0.285,0,29.6,333,25-Apr-15,Diyala
Dalli Abass-Al Rasheed Qtr,Al-Khalis,Diyala,34.06989152,44.86440017,0.275,0.058,12,390,25-Apr-15,Diyala
Dalli Abass-Kurd Ali,Al-Khalis,Diyala,34.06963956,44.85989045,0.483,0.146,22.2,130,25-Apr-15,Diyala
Mohammed Ali Village,Al-Khalis,Diyala,34.04549809,44.88205377,0.483,0.192,25.7,112,25-Apr-15,Diyala
Mohammed Taha Village,Al-Khalis,Diyala,34.03490537,44.87478459,0.478,0,23.5,75,25-Apr-15,Diyala
Najim Al Abdulla Village,Al-Khalis,Diyala,34.03934238,44.87989001,0.477,0.068,29.9,182,25-Apr-15,Diyala
Somair village,Al-Khalis,Diyala,34.05691902,44.88446184,0.477,0.271,34.3,70,25-Apr-15,Diyala
Abu musa village,Al-Muqdadiya,Diyala,34.00539076,44.8768824,0.474,0.203,26.4,180,25-Apr-15,Diyala
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.47,0.216,29.2,14,25-Apr-15,Diyala
Al Lihayb Village,Al-Muqdadiya,Diyala,34.0055888,44.87929659,0.468,0.339,23.6,120,25-Apr-15,Diyala
Al Mithaq Village,Al-Muqdadiya,Diyala,34.0059,44.9477,0.462,0.184,29.3,40,25-Apr-15,Diyala
Al Qalaa Village,Al-Muqdadiya,Diyala,34.01496421,44.91514897,0.461,0,29.6,50,25-Apr-15,Diyala
Al Oqood Village,Al-Muqdadiya,Diyala,34.03802,44.98449,0.448,0,23.5,80,25-Apr-15,Diyala
Al Wazan Village,Al-Muqdadiya,Diyala,34.03579,44.98483,0.442,0.134,25.5,44,25-Apr-15,Diyala
Haj fadhil village,Al-Muqdadiya,Diyala,34.00214397,44.87796137,0.441,0,10.5,16,25-Apr-15,Diyala
Hamada village,Al-Muqdadiya,Diyala,34.01124609,44.9009763,0.435,0.203,26.4,100,25-Apr-15,Diyala
Imam Talib Village,Al-Muqdadiya,Diyala,34.04016742,44.98807403,0.435,0.047,32,110,25-Apr-15,Diyala
Nahr Al Shaykh Village,Al-Muqdadiya,Diyala,33.99816435,44.97504293,0.422,0,29.9,57,25-Apr-15,Diyala
Shok Al Reem village,Al-Muqdadiya,Diyala,34.00320627,44.9808972,0.422,0.233,37.8,219,25-Apr-15,Diyala
Skheyr village,Al-Muqdadiya,Diyala,34.023759,44.99619645,0.413,0,13.6,140,25-Apr-15,Diyala
Al Husaini Village,Khanaqin,Diyala,34.31110687,45.16255235,0.396,0.058,12,120,25-Apr-15,Diyala
Al Nitham village,Kifri,Diyala,34.41350167,44.92609693,0.393,0,24,200,25-Apr-15,Diyala
Al Ahad Al Jadid village,Tikrit,Salah al-Din,34.72004017,43.69731076,0.392,0.107,34.3,300,25-Apr-15,Erbil
Hay Al sinay-Al samad,Tikrit,Salah al-Din,34.71278936,43.71913112,0.387,0,29.1,200,25-Apr-15,Erbil
Mahalla Al-aed-5,Tikrit,Salah al-Din,34.700858,43.713857,0.381,0,41.9,100,25-Apr-15,Erbil
Ali Abdulla village,Al-Khalis,Diyala,34.12538413,44.84383408,0.371,0.053,18.1,2,25-Apr-15,Kirkuk
Al-Makareen Village,Al-Khalis,Diyala,34.086577,44.929877,0.37,0,22.6,50,25-Apr-15,Kirkuk
Al Askary Qtr,Al-Khalis,Diyala,34.06720728,44.86172578,0.369,0,9.7,57,25-Apr-15,Kirkuk
Al Aqssa Village,Al-Khalis,Diyala,34.06579285,44.87062591,0.367,0,29.1,25,25-Apr-15,Kirkuk
Bizayiz Sherwin Village,Al-Khalis,Diyala,34.040578,44.881273,0.364,0,29.1,38,25-Apr-15,Kirkuk
Habib Al Abdulla Village,Al-Khalis,Diyala,34.05390233,44.8922767,0.355,0.088,22.6,80,25-Apr-15,Kirkuk
Habib Al Khaizaran Village,Al-Khalis,Diyala,34.121222,44.82899997,0.35,0.218,26.4,20,25-Apr-15,Kirkuk
Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,34.03136641,44.87252433,0.347,0,10.5,50,25-Apr-15,Kirkuk
Dalli Abass-Al-Dhobat Qtr,Al-Khalis,Diyala,34.07316955,44.85587074,0.342,0.119,34.3,39,25-Apr-15,Kirkuk
Dalli Abass-Al Mualimen Qtr,Al-Khalis,Diyala,34.07036711,44.87058006,0.338,0,10.5,50,25-Apr-15,Kirkuk
Dali Abbas-Al Qadim Qtr,Al-Khalis,Diyala,34.073397,44.8639966,0.33,0,29.1,45,25-Apr-15,Kirkuk
Dalli Abass-Al Rasheed Qtr,Al-Khalis,Diyala,34.06989152,44.86440017,0.323,0,9.7,17,25-Apr-15,Kirkuk
Dalli Abass-Al Shekh Hassan Qtr,Al-Khalis,Diyala,34.07703693,44.85553061,0.322,0.208,25.7,220,25-Apr-15,Kirkuk
Dalli Abass-Kurd Ali,Al-Khalis,Diyala,34.06963956,44.85989045,0.308,0,13.6,35,25-Apr-15,Kirkuk
Mohammed Ali Village,Al-Khalis,Diyala,34.04549809,44.88205377,0.301,0,10.6,40,25-Apr-15,Kirkuk
Mohammed Taha Village,Al-Khalis,Diyala,34.03490537,44.87478459,0.292,0,13.3,35,25-Apr-15,Kirkuk
Somair village,Al-Khalis,Diyala,34.05691902,44.88446184,0.288,0,9.7,45,25-Apr-15,Kirkuk
Al Husaini Village,Khanaqin,Diyala,34.31110687,45.16255235,0.285,0,29.6,40,25-Apr-15,Kirkuk
Mala Abdullah,Kirkuk,Kirkuk,35.46,44.1,0.275,0.058,12,100,25-Apr-15,Kirkuk
Al Hendia,Kirkuk,Kirkuk,35.45524257,44.17380448,0.269,0.29,23.6,105,25-Apr-15,Kirkuk
Idris khabbaz,Kirkuk,Kirkuk,35.48956,44.16117,0.263,0,10.6,95,25-Apr-15,Kirkuk
Adris khazal,Kirkuk,Kirkuk,35.472868,44.146173,0.263,0,10.5,110,25-Apr-15,Kirkuk
Al Ahad Al Jadid village,Tikrit,Salah al-Din,34.72004017,43.69731076,0.254,0.048,23.6,250,25-Apr-15,Kirkuk
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.25,0.233,37.8,200,25-Apr-15,Kirkuk
Al Haweja village-AlAbady,Tikrit,Salah al-Din,34.70664738,43.68407202,0.247,0.345,27.3,40,25-Apr-15,Kirkuk
Awajealah Quarter,Tikrit,Salah al-Din,34.679689,43.716175,0.242,0.151,12.1,280,25-Apr-15,Kirkuk
Ellmeabdi Al Shemaliya Village,Tikrit,Salah al-Din,34.774034,43.890529,0.242,0.053,18.1,25,25-Apr-15,Kirkuk
Hay Al baladiyah,Tikrit,Salah al-Din,34.6916599,43.71012295,0.226,0,12,45,25-Apr-15,Kirkuk
Hay Al Jamiyah,Tikrit,Salah al-Din,34.6975962,43.718534,0.216,0,10.6,390,25-Apr-15,Kirkuk
Hay Al sinay-Al samad,Tikrit,Salah al-Din,34.71278936,43.71913112,0.205,0,9.7,415,25-Apr-15,Kirkuk
Mahalla Al Aed-3,Tikrit,Salah al-Din,34.700858,43.713857,0.194,0,30,340,25-Apr-15,Kirkuk
Mahalla Al muwadafeen,Tikrit,Salah al-Din,34.68825,43.7121611,0.19,0.203,26.4,200,25-Apr-15,Kirkuk
Qaryat Erbaidha,Tikrit,Salah al-Din,34.79270762,43.61104354,0.188,0.282,12.1,75,25-Apr-15,Kirkuk
Samrah Village,Tikrit,Salah al-Din,34.74823371,43.6683424,0.187,0,18.1,100,25-Apr-15,Kirkuk
Mahalla Al-aed-4,Tikrit,Salah al-Din,34.700858,43.713857,0.176,0.073,25.5,200,25-Apr-15,Kirkuk
Al-Alam-mahallat awayjelya 27,Tikrit,Salah al-Din,35.557912,43.271648,0.175,0.048,23.6,20,25-Apr-15,Najaf
Ein Alhilwa,Telafar,Ninewa,36.59539635,42.61828182,0.174,0.282,12.1,5,25-Apr-15,Ninewa
Hay Al Arbaeen,Telafar,Ninewa,36.80591558,42.08635511,0.161,0,10.6,42,25-Apr-15,Ninewa
Hay Al Qadisya,Telafar,Ninewa,36.80791098,42.08269775,0.154,0,29.3,176,25-Apr-15,Ninewa
Hay Al Sikak,Telafar,Ninewa,36.79928814,42.09502276,0.138,0,12,28,25-Apr-15,Ninewa
Jussa,Telafar,Ninewa,36.59552802,42.68164289,0.129,0,13.3,142,25-Apr-15,Ninewa
Qasr Sarij,Telafar,Ninewa,36.55342282,42.51201842,0.126,0.145,28.2,65,25-Apr-15,Ninewa
Qaryat Tal Maraq Al Sufla,Telafar,Ninewa,36.59377779,42.52574229,0.112,0,30,20,25-Apr-15,Ninewa
Tal Mus,Telafar,Ninewa,36.63147027,42.5982161,0.097,0,12,150,25-Apr-15,Ninewa
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.084,0,10.6,125,25-Apr-15,Salahal Din
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.065,0.282,12.1,275,25-Apr-15,Salahal Din
Al khuzamiya Village,Tikrit,Salah al-Din,34.770133,43.642804,0.062,0.146,28.2,50,25-Apr-15,Salahal Din
Awajealah Quarter,Tikrit,Salah al-Din,34.679689,43.716175,0.045,0.186,16.4,425,25-Apr-15,Salahal Din
Hay Al sinay-Al samad,Tikrit,Salah al-Din,34.71278936,43.71913112,0.038,0,29.6,150,25-Apr-15,Salahal Din
Mahalla Al muwadafeen,Tikrit,Salah al-Din,34.68825,43.7121611,0.03,0,12,225,25-Apr-15,Salahal Din
Al-Alam-mahallat awayjelya 27,Tikrit,Salah al-Din,35.557912,43.271648,0.021,0,16.4,95,25-Apr-15,Salahal Din
Hay Al-jamiyah 3,Tikrit,Salah al-Din,34.6075,43.6891,0.138,0,12,45,25-Apr-15,Salahal Din
Al-Arabdah Village,Al-Khalis,Diyala,34.08057011,44.91989902,0.129,0,13.3,85,25-Apr-15,Sulaymaniyah
Al Aqssa Village,Al-Khalis,Diyala,34.06579285,44.87062591,0.126,0.145,28.2,30,25-Apr-15,Sulaymaniyah
Bizayiz Sherwin Village,Al-Khalis,Diyala,34.040578,44.881273,0.112,0,30,50,25-Apr-15,Sulaymaniyah
Al Bayat Village,Al-Khalis,Diyala,34.09172564,44.93657436,0.097,0,12,15,25-Apr-15,Sulaymaniyah
Habib Al Abdulla Village,Al-Khalis,Diyala,34.05390233,44.8922767,0.084,0,10.6,100,25-Apr-15,Sulaymaniyah
Habib Al Khaizaran Village,Al-Khalis,Diyala,34.121222,44.82899997,0.065,0.282,12.1,20,25-Apr-15,Sulaymaniyah
Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,34.03136641,44.87252433,0.461,0,29.6,22,25-Apr-15,Sulaymaniyah
Dalli Abass-Al Mualimen Qtr,Al-Khalis,Diyala,34.07036711,44.87058006,0.448,0,23.5,45,25-Apr-15,Sulaymaniyah
Dali Abbas-Al Qadim Qtr,Al-Khalis,Diyala,34.073397,44.8639966,0.442,0.134,25.5,55,25-Apr-15,Sulaymaniyah
Dalli Abass-Al Rasheed Qtr,Al-Khalis,Diyala,34.06989152,44.86440017,0.468,0.339,23.6,10,25-Apr-15,Sulaymaniyah
Dalli Abass-Kurd Ali,Al-Khalis,Diyala,34.06963956,44.85989045,0.462,0.184,29.3,25,25-Apr-15,Sulaymaniyah
Mohammed Ali Village,Al-Khalis,Diyala,34.04549809,44.88205377,0.16,23.6,10,60,25-Apr-15,Sulaymaniyah
Mohammed Taha Village,Al-Khalis,Diyala,34.03490537,44.87478459,0.096,18.1,25,39,25-Apr-15,Sulaymaniyah
Somair village,Al-Khalis,Diyala,34.05691902,44.88446184,0.119,34.3,60,50,25-Apr-15,Sulaymaniyah
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.194,34.3,39,10,25-Apr-15,Sulaymaniyah
Al Lihayb Village,Al-Muqdadiya,Diyala,34.0055888,44.87929659,0,12.1,50,50,25-Apr-15,Sulaymaniyah
Al Mithaq Village,Al-Muqdadiya,Diyala,34.0059,44.9477,0.102,24,10,16,25-Apr-15,Sulaymaniyah
Al Qalaa Village,Al-Muqdadiya,Diyala,34.01496421,44.91514897,0.301,34.3,64,7,25-Apr-15,Sulaymaniyah
Haj fadhil village,Al-Muqdadiya,Diyala,34.00214397,44.87796137,0.301,34.3,32,10,25-Apr-15,Sulaymaniyah
Hamada village,Al-Muqdadiya,Diyala,34.01124609,44.9009763,0.208,25.7,40,26,25-Apr-15,Sulaymaniyah
Imam Talib Village,Al-Muqdadiya,Diyala,34.04016742,44.98807403,0.468,0.339,23.6,90,25-Apr-15,Sulaymaniyah
Shok Al Reem village,Al-Muqdadiya,Diyala,34.00320627,44.9808972,0.462,0.184,29.3,100,25-Apr-15,Sulaymaniyah
Al Husaini Village,Khanaqin,Diyala,34.31110687,45.16255235,0.16,23.6,10,60,25-Apr-15,Sulaymaniyah
Awajealah Quarter,Tikrit,Salah al-Din,34.679689,43.716175,0.096,18.1,25,150,25-Apr-15,Sulaymaniyah
Hay Al-jamiyah 4,Tikrit,Salah al-Din,34.6075,43.6891,0.119,34.3,60,80,25-Apr-15,Sulaymaniyah
Al Mualmeen,Falluja,Anbar,33.35683,43.78421,0.285,0,29.6,45,25-Apr-15,Anbar
Al Shurta,Falluja,Anbar,33.36331,43.79408,0.275,0.058,12,35,25-Apr-15,Anbar
Al-Akrad,Falluja,Anbar,33.36297,43.75677,0.269,0.29,23.6,50,25-Apr-15,Anbar
Al-andalus,Falluja,Anbar,33.34766,43.76473,0.263,0,10.6,25,25-Apr-15,Anbar
Al-bazara,Falluja,Anbar,33.35261,43.76542,0.263,0,10.5,68,25-Apr-15,Anbar
Al-jamhuriya,Falluja,Anbar,33.35352,43.77534,0.119,34.3,60,44,25-Apr-15,Anbar
Al-Julan,Falluja,Anbar,33.36246,43.76304,0.285,0,29.6,55,25-Apr-15,Anbar
Al-muatasem,Falluja,Anbar,33.35532,43.76424,0.275,0.058,12,20,25-Apr-15,Anbar
Al-waheda,Falluja,Anbar,33.35588,43.78032,0.269,0.29,23.6,64,25-Apr-15,Anbar
Door Al Sikik Area,Falluja,Anbar,33.36566,43.77157,0.263,0,10.6,32,25-Apr-15,Anbar
Muallimeen-2,Falluja,Anbar,33.36381,43.78028,0.292,0,13.3,40,25-Apr-15,Anbar
Nazal,Falluja,Anbar,33.34535,43.78343,0.288,0,9.7,26,25-Apr-15,Anbar
Hay Al-Resala,Falluja,Anbar,33.34092,43.76775,0.285,0,29.6,18,25-Apr-15,Anbar
Al Shuqaq Al Bidh,Ramadi,Anbar,33.41628,43.26957,0.275,0.058,12,39,25-Apr-15,Anbar
Al Aadil,Ramadi,Anbar,33.41405,43.30549,0.531,0.451,29.3,45,25-Apr-15,Anbar
Al Andalus,Ramadi,Anbar,33.41774,43.30545,0.525,0.045,24,85,25-Apr-15,Anbar
Al Askari,Ramadi,Anbar,33.411586,43.308807,0.524,0.16,18.1,55,25-Apr-15,Anbar
Al Azeziya,Ramadi,Anbar,33.42671,43.29544,0.519,0,37.8,70,25-Apr-15,Anbar
Al-Thilah,Ramadi,Anbar,33.43294,43.31115,0.518,0,23.5,65,25-Apr-15,Anbar
Hay Al Eskan,Ramadi,Anbar,33.41747,43.30715,0.511,0.203,26.4,105,25-Apr-15,Anbar
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.508,0.218,26.4,55,25-Apr-15,Anbar
5 Kilo,Ramadi,Anbar,33.42105,43.24572,0.508,0,29.6,98,27-Apr-17,Babylon
Husaibah Al-Sharqiah,Ramadi,Anbar,33.41972,43.43349,0.508,0.146,22.2,46,27-Apr-17,Babylon
Albu Alwan,Ramadi,Anbar,33.41408,43.19143,0.493,0.105,13.3,148,27-Apr-17,Babylon
Al Shuhadaa Qtr,Ramadi,Anbar,33.43179,43.28135,0.492,0,29.1,228,27-Apr-17,Babylon
Sabea Al Buor-7000,Kadhimia,Baghdad,33.45078626,44.15044676,0.49,0.301,34.3,12,27-Apr-17,Babylon
Sabea Al Buor-12000,Kadhimia,Baghdad,33.45890293,44.1707841,0.483,0.146,22.2,22,27-Apr-17,Babylon
Arab jasam village ,Mahmoudiya,Baghdad,33.04547159,44.20015211,0.483,0.192,25.7,20,27-Apr-17,Babylon
Shbesha Village ,Mahmoudiya,Baghdad,33.02912152,44.21262887,0.478,0,23.5,44,27-Apr-17,Babylon
Hay Al Shuhada(Al kragolyia),Mahmoudiya,Baghdad,33.06423,44.23317,0.477,0.068,29.9,51,27-Apr-17,Babylon
Al bu Khdear village ,Mahmoudiya,Baghdad,33.03592274,44.18029759,0.477,0.271,34.3,23,27-Apr-17,Babylon
Abu Lahya(Al kragolyia),Mahmoudiya,Baghdad,33.0453218,44.19544575,0.474,0.203,26.4,20,27-Apr-17,Babylon
Kharabat sultan village,Al-Hamdaniya,Ninewa,36.214646,43.44986,0.47,0.216,29.2,20,27-Apr-17,Babylon
Al Haara,Al-Rutba,Anbar,33.038459,40.293291,0.468,0.339,23.6,32,27-Apr-17,Baghdad
Antesar,Al-Rutba,Anbar,33.041954,40.27598,0.462,0.184,29.3,251,27-Apr-17,Baghdad
Gharb Al-Wadi,Al-Rutba,Anbar,33.037021,40.279731,0.461,0,29.6,117,27-Apr-17,Baghdad
Hay Al-Matar,Al-Rutba,Anbar,33.039321,40.293434,0.448,0,23.5,187,27-Apr-17,Baghdad
Al jdawil (qnatir),Falluja,Anbar,33.434659,43.963735,0.442,0.134,25.5,346,27-Apr-17,Baghdad
Al Shuhadaa 2,Falluja,Anbar,33.39921,43.71871,0.441,0,10.5,157,27-Apr-17,Baghdad
Al Shurta,Falluja,Anbar,33.36331,43.79408,0.435,0.203,26.4,350,27-Apr-17,Baghdad
Al Zaghareed,Falluja,Anbar,33.42561,43.71924,0.435,0.047,32,27,27-Apr-17,Baghdad
Al-andalus,Falluja,Anbar,33.34766,43.76473,0.422,0,29.9,267,27-Apr-17,Baghdad
Al-Azrakih,Falluja,Anbar,33.34709,43.73222,0.422,0.233,37.8,55,27-Apr-17,Baghdad
Al-bazara,Falluja,Anbar,33.35261,43.76542,0.413,0,13.6,118,27-Apr-17,Baghdad
Albu Hawa,Falluja,Anbar,33.25025,43.83994,0.396,0.058,12,210,27-Apr-17,Baghdad
Albu Jasim-Karma,Falluja,Anbar,33.43973,43.86487,0.393,0,24,470,27-Apr-17,Baghdad
Albu Khalifa,Falluja,Anbar,33.42965,43.94586,0.392,0.107,34.3,270,27-Apr-17,Baghdad
Albu Khanfar,Falluja,Anbar,33.45235,43.84765,0.387,0,29.1,217,27-Apr-17,Baghdad
Albu Shejel,Falluja,Anbar,33.39043,43.62984,0.381,0,41.9,87,27-Apr-17,Baghdad
Albu Udah,Falluja,Anbar,33.410513,43.861687,0.371,0.053,18.1,130,27-Apr-17,Baghdad
Al-Falahat,Falluja,Anbar,33.34191,43.65869,0.37,0,22.6,400,27-Apr-17,Baghdad
Al-Julan,Falluja,Anbar,33.36246,43.76304,0.369,0,9.7,251,27-Apr-17,Baghdad
Al-muatasem,Falluja,Anbar,33.35532,43.76424,0.367,0,29.1,240,27-Apr-17,Baghdad
Al-shahabi-1,Falluja,Anbar,33.386118,43.90437,0.364,0,29.1,390,27-Apr-17,Baghdad
Al-shahabi-2,Falluja,Anbar,33.384628,43.876577,0.355,0.088,22.6,235,27-Apr-17,Baghdad
Al-waheda,Falluja,Anbar,33.35588,43.78032,0.35,0.218,26.4,203,27-Apr-17,Baghdad
Al-Zuwayiah,Falluja,Anbar,33.33651,43.74931,0.347,0,10.5,220,27-Apr-17,Baghdad
Halabsa-Al karma,Falluja,Anbar,33.406428,43.923875,0.342,0.119,34.3,269,27-Apr-17,Baghdad
Halabsa-Falluja,Falluja,Anbar,33.33719,43.70978,0.338,0,10.5,300,27-Apr-17,Baghdad
Luhib,Falluja,Anbar,33.38842,43.97458,0.33,0,29.1,155,27-Apr-17,Baghdad
Muallimeen-2,Falluja,Anbar,33.36381,43.78028,0.323,0,9.7,300,27-Apr-17,Baghdad
Neeamiya,Falluja,Anbar,33.3021,43.806985,0.322,0.208,25.7,228,27-Apr-17,Baghdad
Qaryat Albu Hadid Al-Nasir,Falluja,Anbar,33.391424,43.832223,0.308,0,13.6,405,27-Apr-17,Baghdad
subihat,Falluja,Anbar,33.36856,43.95863,0.301,0,10.6,48,27-Apr-17,Baghdad
Hay Al-Resala,Falluja,Anbar,33.34092,43.76775,0.292,0,13.3,352,27-Apr-17,Baghdad
